numero	classe	numero_processo	menções	primeira_linha	contexto
6625	HC	82850	1	17359	[HC 82.850 AgR, rel. min. Gilmar Mendes, j. 11-9-2007, 2ª T, DJ de 28-9-2007.]
6626	HC	104385	1	17367	= HC 104.385, red. do ac. min. Ricardo Lewandowski, j. 28-6-2011, 1ª T, DJE de 25-8-2011
6627	RHC	81327	1	17370	[RHC 81.327, rel. min. Ellen Gracie, j. 11-12-2001, 1ª T, DJ de 5-4-2002.]
6628	HC	74309	1	17374	[HC 74.309, rel. min. Celso de Mello, j. 12-11-1996, 1ª T, DJE de 23-5-2008.]
6629	ADI	6864	1	17386	[ADI 6.864, rel. min. Rosa Weber, j. 28-3-2022, P, DJE de 09-5-2022.]
6630	ADI	6875	1	17388	[ADI 6.875, rel. min. Alexandre de Moraes, j. 21-2-2022, P, DJE de 17-3-2022.]
6631	ADO	2	1	17392	[ADO 2, rel. min. Luiz Fux, j. 15-4-2020, P, DJE de 30-4-2020.]
6632	ADI	3700	1	17400	[ADI 3.700, rel. min. Ayres Britto, j. 15-10-2008, P, DJE de 6-3-2009.]
6633	ADI	3022	1	17404	[ADI 3.022, rel. min. Joaquim Barbosa, j. 2-8-2004, P, DJ de 4-3-2005.]
6634	RE	1140005	1	17406	“1. É devido o pagamento de honorários sucumbenciais à Defensoria Pública, quando representa parte vencedora em demanda ajuizada contra qualquer ente 
6635	HC	230677	1	17411	A jurisprudência desta Suprema Corte é no sentido de que a intimação da Defensoria Pública da União se aperfeiçoa com a remessa dos autos à instituiçã
6636	SL	866	1	17412	A Defensoria Pública tem a garantia de estar em juízo para defesa de suas prerrogativas e funções institucionais, não se mostrando necessário, nessa h
6637	HC	121682	1	17416	[HC 121.682, rel. min. Dias Toffoli, j. 30-9-2014, 1ª T, DJE de 17-11-2014.]
6638	HC	125270	1	17417	= HC 125.270, rel. min. Teori Zavascki, j. 23-6-2015, 2ª T, DJE de 3-8-2015
6639	AI	616896	1	17421	[AI 616.896 AgR, voto do rel. min. Gilmar Mendes, j. 14-6-2011, 2ª T, DJE de 29-6-2011.]
6640	AP	458	1	17424	Vide AP 458 petição avulsa-AgR, rel. min. Joaquim Barbosa, j. 12-3-2009, P, DJE de 29-10-2009
6641	HC	81019	1	17433	[HC 81.019, rel. min. Celso de Mello, j. 23-10-2001, 2ª T, DJE de 23-10-2009.]
6642	ADI	7305	1	17440	A LC n° 80/94 não permite a utilização de tempo anterior ao ingresso na carreira para fins de desempate entre aqueles que estejam concorrendo à promoç
6643	ADI	3043	1	17446	[ADI 3.043, rel. min. Eros Grau, j. 26-4-2006, P, DJ de 27-10-2006.]
6644	RE	1240999	1	17451	[RE 1.240.999, rel. min. Alexandre de Moraes, j. 4-11-2021, P, DJE de 17-12-2022, Tema 1.074, com mérito julgado.]
6645	ADI	5644	1	17461	[ADI 5.644, rel. min. Edson Fachin, j. 19.03.2025, P, DJE de 06.06.2025.]
6646	ADI	5217	1	17463	É reservada à Defensoria Pública a iniciativa para instaurar processo legislativo que venha a dispor sobre sua estrutura e organização, sendo vedado a
6647	ADI	3569	1	17468	[ADI 3.569, rel. min. Sepúlveda Pertence, j. 2-4-2007, P, DJ de 11-5-2007.]
6648	ADI	4056	1	17469	= ADI 4.056, rel. min. Ricardo Lewandowski, j. 7-3-2012, P, DJE de 1º-8-2012
6649	ARE	1506005	1	17471	[ARE 1.506.005 AgR, rel. min. Cármen Lúcia, red. do ac. min. Cristiano Zanin, j. 07.10.2024, 1ª T, DJE de 17.10.2024.]
6650	ADI	6160	1	17475	[ADI 6.160, rel. min. Rosa Weber, j. 20-10-2020, P, DJE de 29-10-2020.]
6651	ADI	171-0	1	17476	O STF assentou, no julgamento das ADI 171-0/MG, ADI 138-8/RJ e ADI 456-4/600/PB, que as carreiras jurídicas a que se refere o art. 135 da Constituição
6652	ADI	138-8	1	17476	O STF assentou, no julgamento das ADI 171-0/MG, ADI 138-8/RJ e ADI 456-4/600/PB, que as carreiras jurídicas a que se refere o art. 135 da Constituição
6653	ADI	456-4/600	1	17476	O STF assentou, no julgamento das ADI 171-0/MG, ADI 138-8/RJ e ADI 456-4/600/PB, que as carreiras jurídicas a que se refere o art. 135 da Constituição
6654	ADI	761	1	17477	[ADI 761, rel. min. Néri da Silveira, j. 30-9-1993, P, DJ de 1º-7-1994.]
6655	ADI	171	1	17479	[ADI 171, red. do ac. min. Sepúlveda Pertence, j. 15-4-1993, P, DJ de 3-6-1994.]
6656	AI	527811	1	17480	= AI 527.811 AgR, rel. min. Dias Toffoli, j. 13-3-2012, 1ª T, DJE de 25-4-2012
6657	AI	180652	1	17483	[AI 180.652 AgR, rel. min. Marco Aurélio, j. 4-3-1997, 2ª T, DJ de 16-5-1997.]
6658	ARE	1491413	1	17495	“1. É vedada a expedição de precatórios complementares ou suplementares de valor pago, salvo nas hipóteses de erro material, inexatidão aritmética ou 
6659	RE	1491569	1	17497	[RE 1.491.569 RG, rel. min. Luís Roberto Barroso, j. 23.08.2024, P, DJE de 27.08.2024, Tema 1.317, com mérito julgado.]
6660	RE	1309081	1	17499	[RE 1.309.081 RG, rel. min. Luiz Fux, j. 06.05.2021, P, DJE de 18.06.2021, Tema 1.142, com mérito julgado.]
6661	RE	1205530	1	17500	Surge constitucional expedição de precatório ou requisição de pequeno valor para pagamento da parte incontroversa e autônoma do pronunciamento judicia
6662	RE	1038035	1	17505	Vide RE 1.038.035 AgR, red. do ac. min. Dias Toffoli, j. 7-11-2017, 2ª T, DJE de 9-3-2018Vide ARE 925.754 RG, rel. min. Teori Zavascki, j. 17-12-2015,
6663	ARE	723307	1	17506	A questão constitucional discutida nos autos é a possibilidade de fracionamento da execução contra a Fazenda Pública para que uma parte do valor seja 
6664	RE	592619	1	17507	(...) o art. 100, § 8º, da Constituição, com a redação dada pela EC 62/2009, veda o fracionamento, a repartição ou a quebra do valor da execução, não 
6665	ARE	1378242	1	17510	[ARE 1.378.242 AgR, rel. min. Edson Fachin, j. 15-8-2023, 2ª T, DJE de 22-8-2023.]
6666	RE	1481203	1	17511	= RE 1.481.203 AgR, rel. min. Cristiano Zanin, j. 29.04.2024, 1ª T, DJE de 03.05.2024
6667	ARE	797499	1	17512	Nas causas em que a Fazenda Pública for condenada ao pagamento da verba honorária de forma global, é vedado o fracionamento de crédito único, consiste
6668	RE	919269	1	17512	Nas causas em que a Fazenda Pública for condenada ao pagamento da verba honorária de forma global, é vedado o fracionamento de crédito único, consiste
6669	RE	930251	1	17512	Nas causas em que a Fazenda Pública for condenada ao pagamento da verba honorária de forma global, é vedado o fracionamento de crédito único, consiste
6670	ARE	930251	1	17512	Nas causas em que a Fazenda Pública for condenada ao pagamento da verba honorária de forma global, é vedado o fracionamento de crédito único, consiste
6671	RCL	23188	1	17513	A Súmula Vinculante 47 do STF não autoriza a expedição de RPV em separado para adimplemento de honorários contratuais avençados entre jurisdicionado e
6672	RE	458110	1	17514	Execução. Precatório. Duplicidade. Longe fica de conflitar com o art. 100, § 4º, da CF enfoque no sentido de ter-se a expedição imediata de precatório
6673	ARE	638195	1	17545	[ARE 638.195, rel. min. Joaquim Barbosa, j. 29-5-2013, P, DJE de 13-12-2013, Tema 450, com mérito julgado.]Vide RE 579.431, rel. min. Marco Aurélio, j
6674	ADI	5296	1	17613	[ADI 5.296 MC, rel. min. Rosa Weber, j. 18-5-2016, P, DJE de 11-11-2016.]
6675	ADI	7317	1	17616	Critérios de desempate na promoção e remoção de Defensor Público estadual por antiguidade. Inobservância dos critérios estabelecidos na Lei Orgânica d
6676	HC	86216	1	17681	[HC 86.216, rel. min. Ayres Britto, j. 19-2-2008, 1ª T, DJE de 24-10-2008.]= HC 106.171, rel. min. Celso de Mello, j. 1º-3-2011, 2ª T, DJE de 14-4-201
6677	HC	106171	1	17681	[HC 86.216, rel. min. Ayres Britto, j. 19-2-2008, 1ª T, DJE de 24-10-2008.]= HC 106.171, rel. min. Celso de Mello, j. 1º-3-2011, 2ª T, DJE de 14-4-201
6678	ADI	7092	1	17684	Norma que dispõe sobre a reforma de militares temporários não está sujeita à reserva de lei complementar. As diferenças entre as carreiras de militare
6679	ADI	6595	1	17688	[ADI 6.595, rel. min. Ricardo Lewandowski, j. 23-5-2022, P, DJE de 5-8-2022.]
6680	HC	70852	1	17693	[HC 70.852, rel. min. Marco Aurélio, j. 14-12-1993, 2ª T, DJ de 6-5-1994.]
6681	HC	70648	1	17695	[HC 70.648, rel. min. Moreira Alves, j. 9-11-1993, 1ª T, DJ de 4-3-1994.]
6682	RHC	88543	1	17696	= RHC 88.543, rel. min. Ricardo Lewandowski, j. 3-4-2007, 1ª T, DJ de 27-4-2007
6683	RE	338840	1	17697	= RE 338.840, rel. min. Ellen Gracie, j. 19-8-2003, 2ª T, DJ de 12-9-2003
6684	RE	1493599	1	17701	[RE 1.493.599 AgR, rel. min. Flávio Dino, j. 24.03.2025, 1ª T, DJE de 28.03.2025.]
6685	ADI	1626	1	17704	Ação direta de inconstitucionalidade. Parte final do art. 117 da Lei 6.880/1980 (Estatuto dos Militares da União), na redação dada pela Lei 9.297/1996
6686	AI	453424	1	17707	[AI 453.424 AgR, rel. min. Ellen Gracie, j. 29-11-2005, 2ª T, DJ de 10-2-2006.]
6687	RE	601148	1	17708	= RE 601.148 AgR, rel. min. Eros Grau, j. 29-9-2009, 2ª T, DJE de 23-10-2009
6688	MS	22431	1	17710	[MS 22.431, rel. min. Maurício Corrêa, j. 2-10-1996, P, DJ de 22-11-1996.]
6689	MS	22530	1	17711	= MS 22.530, rel. min. Sydney Sanches, j. 18-2-1998, P, DJ de 4-5-2001
6690	RCL	11246	1	17720	= Rcl 11.246 AgR, rel. min. Dias Toffoli, j. 27-2-2014, P, DJE de 2-4-2014
6691	RE	186116	1	17728	[RE 186.116, rel. min. Moreira Alves, j. 25-8-1998, 1ª T, DJ de 3-9-1999.]
6692	RE	358961	1	17732	[RE 358.961, rel. min. Sepúlveda Pertence, j. 10-2-2004, 1ª T, DJ de 12-3-2004.]
6693	ADI	7093	1	17750	Remuneração dos militares não é matéria reservada a lei complementar, e portanto deve ser regulamentada por meio de lei ordinária, nos termos do art. 
6694	RE	1371053	1	17752	[RE 1.371.053 RG, rel. min. Luiz Fux, j. 18.10.2024, P, DJE de 24.10.2024, Tema 1.343, com mérito pendente.]
6695	AI	562165	1	17763	= AI 562.165 AgR, rel. min. Eros Grau, j. 16-5-2006, 2ª T, DJE de 9-6-2006
6696	RE	383879	1	17769	[RE 383.879 AgR, rel. min. Eros Grau, j. 17-6-2008, 2ª T, DJE de 1º-8-2008.]
6697	RE	115770	1	17772	[RE 115.770, rel. min. Marco Aurélio, j. 29-10-1991, 2ª T, DJ de 21-2-1992.]
6698	HC	99445	1	17787	[HC 99.445, rel. min. Cármen Lúcia, j. 28-9-2010, 1ª T, DJE de 24-5-2011.]
6699	ADI	7466	1	17802	Os institutos socioeducativos não integram a lista de órgãos de segurança pública do art. 144 da Constituição Federal. Não há nenhuma menção ao sistem
6700	ADI	1052	1	17808	A concessão de dois assentos a policiais militares devidamente fardados nos transportes coletivos intermunicipais vai ao encontro da melhoria das cond
6701	ADI	2575	1	17811	[ADI 2.827, rel. min. Gilmar Mendes, j. 16-9-2010, P, DJE de 6-4-2011Vide ADI 1.182, voto do rel. min. Eros Grau, j. 24-11-2005, P, DJ de 10-3-2006Vid
6702	ADI	2819	1	17820	[ADI 2.819, rel. min. Eros Grau, j. 6-4-2005, P, DJ de 2-12-2005.]
6703	RE	1358565	1	17830	As carreiras de segurança pública configuram atividade típica de Estado, com autoridade sobre a vida e a liberdade de toda a coletividade, em razão do
6704	ACO	3352	1	17832	[ACO 3.352, rel. min. Roberto Barroso, j. 18-10-2021, P, DJE de 13-12-2021.]
6705	HC	133835	1	17834	[HC 133.835 MC, rel. min. Celso de Mello, j. 18-4-2016, dec. monocrática, DJE de 25-4-2016.]
6706	HC	101300	1	17839	[HC 101.300, rel. min. Ayres Britto, j. 5-10-2010, 2ª T, DJE 18-11-2010.]
6707	MI	6748	1	17843	[MI 6.748 AgR, rel. min. Edson Fachin, j. 17-12-2022, P, DJE de 6-2-2023.]
6708	HC	91481	1	17853	[HC 91.481, rel. min. Marco Aurélio, j. 19-8-2008, 1ª T, DJE de 24-10-2008.]
6709	RE	404593	1	17854	= RE 404.593, rel. min. Cezar Peluso, j. 18-8-2009, 2ª T, DJE de 23-10-2009
6710	ADI	132	1	17858	[ADI 132, rel. min. Sepúlveda Pertence, j. 30-4-2003, P, DJ de 30-5-2003.]
6711	HC	68928	1	17861	[HC 68.928, rel. min. Néri da Silveira, j. 5-11-1991, 2ª T, DJ de 19-12-1991.]
6712	RHC	116000	1	17864	Cabe salientar que a mútua cooperação entre organismos policiais, o intercâmbio de informações, o fornecimento recíproco de dados investigatórios e a 
6713	RHC	116002	1	17865	[RHC 116.002, rel. min. Celso de Mello,  j. 12-3-2014, dec. monocrática, DJE de 17-3-2014.]
6714	ADI	3614	1	17884	[ADI 3.614, red. do ac. min. Cármen Lúcia, j. 20-9-2007, P, DJ de 23-11-2007.]
6715	ADI	3441	1	17886	[ADI 3.441, rel. min. Ayres Britto, j. 5-10-2006, P, DJ de 9-3-2007.]
6716	HC	101564	1	17898	[HC 101.564, voto do rel. min. Gilmar Mendes, j. 30-11-2010, 2ª T, DJE de 15-12-2010.]
6717	ADI	6923	1	17906	[ADI 6.923, rel. min. Edson Fachin, j. 3-11-2022, P, DJE de 23-11-2022.]
6718	ADI	2314	1	17914	[ADI 2.314, red. do ac. min. Marco Aurélio, j. 17-6-2015, P, DJE de 7-10-2015.]
6719	ADC	38	1	17917	(...) o Plenário desta SUPREMA CORTE, no julgamento do RE 846.854/SP, reconheceu que as Guardas Municipais executam atividade de segurança pública (ar
6720	ADI	5538	1	17917	(...) o Plenário desta SUPREMA CORTE, no julgamento do RE 846.854/SP, reconheceu que as Guardas Municipais executam atividade de segurança pública (ar
6721	ADI	5948	1	17917	(...) o Plenário desta SUPREMA CORTE, no julgamento do RE 846.854/SP, reconheceu que as Guardas Municipais executam atividade de segurança pública (ar
6722	RE	608588	1	17919	[RE 608.588, rel. min. Luiz Fux, j. 20.02.2025, P, DJE de 22.08.2025, Tema 656, com mérito julgado.]
6723	RE	658570	1	17922	[RE 658.570, red. do ac. min. Roberto Barroso, j. 6-8-2015, P, DJE de 30-9-2015, Tema 472, com mérito julgado.]
6724	RE	1465829	1	17924	As guardas civis municipais fazem parte do Sistema Único de Segurança Pública (SUSP), e, uma vez que a jurisprudência da Corte considera razoável a ex
6725	RE	1471280	1	17926	[RE 1.471.280 AgR, rel. min. Alexandre de Moraes, j. 26.02.2024, 1ª T, DJE de 06.03.2024.]
6726	RE	1298758	1	17928	[RE 1.298.758 AgR, rel. min. Alexandre de Moraes, j. 8-3-2021, 1ª T, DJE de 15-3-2021.]
6727	ADO	72	1	17940	A vigência do estado de emergência em saúde pública decorrente da pandemia da Covid-19, verificada após a promulgação da Emenda Constitucional nº 104/
6728	ADI	4786	1	17974	[ADI 4.786, rel. min. Nunes Marques, j. 1º-8-2022, P, DJE de 14-10-2022.]
6729	ADI	4039	1	17976	[ADI 4.039, rel. min. Rosa Weber, j. 27-6-2022, P, DJE de 30-6-2022.]
6730	ADI	5688	1	17980	[ADI 5.688, red. do ac. min. Dias Toffoli, j. 25-10-2021, P, DJE de 18-2-2022.]
6731	ADI	3281	1	17984	[ADI 3.281, rel. min. Marco Aurélio, j. 24-2-2021, P, DJE de 19-3-2021.]
6732	ADI	3086	1	17986	[ADI 3.086, rel. min. Dias Toffoli, j. 16-6-2020, P, DJE de 24-9-2020.]
6733	ADI	5612	1	17988	[ADI 5.612, rel. min. Edson Fachin, j. 29-5-2020, P, DJE de 28-7-2020.]
6734	ADI	1926	1	17990	[ADI 1.926, rel. min. Roberto Barroso, j. 20-4-2020, P, DJE de 2-6-2020.]
6735	ADI	2658	1	17992	[ADI 2.658, rel. min. Dias Toffoli, j. 18-12-2019, P, DJE de 5-3-2020.]
6736	ADI	3770	1	17994	[ADI 3.770, rel. min. Alexandre de Moraes, j. 13-9-2019, P, DJE de 26-9-2019.]
6737	ADI	1145	1	18002	[ADI 1.145, rel. min. Carlos Velloso, j. 3-10-2002, P, DJ de 8-11-2002.]
6738	MS	28141	1	18003	Vide MS 28.141, rel. min. Ricardo Lewandowski, j. 10-2-2011, P, DJE de 1º-7-2011
6739	RE	233843	1	18004	Vide RE 233.843, rel. min. Joaquim Barbosa, j. 1º-12-2009, 2ª T, DJE de 18-12-2009
6740	ADI	1942	1	18006	[ADI 1.942 MC, rel. min. Moreira Alves, j. 5-5-1999, P, DJ de 22-10-1999.]
6741	RE	536639	1	18007	= RE 536.639 AgR, rel. min. Cezar Peluso, j. 7-8-2012, 2ª T, DJE de 29-8-2012
6742	ADI	1707	1	18009	[ADI 1.707 MC, rel. min. Moreira Alves, j. 1º-7-1998, P, DJ de 16-10-1998.]
6743	RE	89876	1	18013	A taxa, espécie de tributo vinculado, tendo em vista o critério jurídico do aspecto material do fato gerador, que Geraldo Ataliba denomina de hipótese
6744	ARE	990094	1	18016	[ARE 990.094, rel. min. Gilmar Mendes, j. 19.08.2025, P, DJE de 26.08.2025, Tema 1.035, com mérito julgado.]
6745	RE	594116	1	18021	A despesa com porte de remessa e retorno não se enquadra no conceito de taxa judiciária (...) O art. 511 do CPC dispensa o recolhimento dessa despesa 
6746	RE	789218	1	18023	[RE 789.218 RG, rel. min. Dias Toffoli, j. 17-4-2014, P, DJE de 1º-8-2014, Tema 721, com mérito julgado.]
6747	RE	588322	1	18024	É constitucional taxa de renovação de funcionamento e localização municipal, desde que efetivo o exercício do poder de polícia, demonstrado pela exist
6748	RE	576321	1	18025	(...) as taxas cobradas em razão exclusivamente dos serviços públicos de coleta, remoção e tratamento ou destinação de lixo ou resíduos provenientes d
6749	ARE	1500333	1	18027	[ARE 1.500.333 AgR, rel. min. Nunes Marques, j. 03.03.2025, 2ª T, DJE de 14.03.2025.]
6750	ARE	1369557	1	18030	[ARE 1.369.557 AgR, rel. min. Alexandre de Moraes, j. 30-5-2022, 1ª T, DJE de 6-6-2022.]
6751	RE	695408	1	18032	[RE 695.408, voto da rel. min. Rosa Weber, j. 30-8-2021, P, DJE de 3-9-2021.]
6752	ARE	990914	1	18034	[ARE 990.914, rel. min. Dias Toffoli, j. 20-6-2017, 2ª T, DJE de 19-9-2017.]
6753	RE	856185	1	18036	[RE 856.185 AgR, rel. min. Roberto Barroso, j. 4-8-2015, 1ª T, DJE de 24-9-2015.]
6754	RE	88327	1	18037	Taxa de Licença para Localização, Funcionamento e Instalação. Base de cálculo. Número de empregados. Dado insuficiente para aferir o efetivo poder de 
6755	RE	554951	1	18038	[RE 554.951, rel. min. Dias Toffoli, j. 15-10-2013, 1ª T, DJE de 19-11-2013.]
6756	AI	672163	1	18044	= AI 672.163 AgR, rel. min. Dias Toffoli, j. 31-5-2011, 1ª T, DJE de 17-8-2011
6757	RE	116518	1	18046	A hipótese de incidência da taxa é a fiscalização de atividades poluidoras e utilizadoras de recursos ambientais, exercida pelo Ibama (Lei 6.938/1981,
6758	RE	230973	1	18046	A hipótese de incidência da taxa é a fiscalização de atividades poluidoras e utilizadoras de recursos ambientais, exercida pelo Ibama (Lei 6.938/1981,
6759	RE	416601	1	18047	[RE 416.601, voto do rel. min. Carlos Velloso, j. 10-8-2005, P, DJ de 30-9-2005.]
6760	RE	603513	1	18048	= RE 603.513 AgR, rel. min. Dias Toffoli, j. 28-8-2012, 1ª T, DJE de 12-9-2012
6761	RE	233332	1	18055	[RE 233.332, rel. min. Ilmar Galvão, j. 10-3-1999, P, DJ de 14-5-1999.]
6762	AI	479587	1	18056	= AI 479.587 AgR, rel. min. Joaquim Barbosa, j. 3-3-2009, 2ª T, DJE de 20-3-2009
6763	RE	206777	1	18058	[RE 206.777, rel. min. Ilmar Galvão, j. 25-2-1999, P, DJ de 30-4-1999.]
6764	AI	848281	1	18059	= AI 848.281 AgR, rel. min. Ricardo Lewandowski, j. 20-9-2011, 2ª T, DJE de 4-10-2011
6765	RE	202393	1	18061	[RE 202.393, rel. min. Marco Aurélio, j. 2-9-1997, 2ª T, DJ de 24-10-1997.]
6766	RE	614246	1	18062	= RE 614.246 AgR, rel. min. Dias Toffoli, j. 7-2-2012, 1ª T, DJE de 15-3-2012
6767	AI	694836	1	18066	[AI 694.836 AgR, rel. min. Ellen Gracie, j. 24-11-2009, 2ª T, DJE de 18-12-2009.]
6768	RE	236310	1	18068	[RE 236.310, rel. min. Sepúlveda Pertence, j. 14-12-1998, 1ª T, DJ de 6-4-2001.]
6769	RE	140779	1	18070	[RE 140.779, rel. min. Ilmar Galvão, j. 2-8-1995, P, DJ de 8-9-1995.]
6770	RE	562045	1	18090	[RE 562.045, voto do min. Eros Grau, j. 6-2-2013, P, DJE de 27-11-2013, Tema 21, com mérito julgado.]
6771	RE	437107	1	18091	IPTU. (...) Surge legítima, sob o ângulo constitucional, lei a prever alíquotas diversas, presentes imóveis residenciais e comerciais, uma vez editada
6772	RE	854869	1	18096	[RE 854.869 AgR, rel. min. Cármen Lúcia, j. 25-8-2015, 2ª T, DJE de 4-9-2015.]
6773	RE	557367	1	18097	= RE 557.367 AgR, rel. min. Alexandre de Moraes, j. 20-2-2018, 1ª T, DJE de 6-3-2018
6774	AI	703982	1	18099	[AI 703.982 AgR, rel. min. Dias Toffoli, j. 9-4-2013, 1ª T, DJE de 7-6-2013.]
6775	RE	795415	1	18100	= RE 795.415 AgR, rel. min. Cármen Lúcia, j. 3-6-2014, 2ª T, DJE de 13-6-2014
6776	RE	406955	1	18102	[RE 406.955 AgR, rel. min. Joaquim Barbosa, j. 4-10-2011, 2ª T, DJE de 21-10-2011.]
6777	RE	239964	1	18108	[RE 239.964, rel. min. Ellen Gracie, j. 15-4-2003, 1ª T, DJ de 9-5-2003.]
6778	AI	755741	1	18109	= AI 755.741 AgR, rel. min. Cezar Peluso, j. 29-9-2009, 2ª T, DJE de 29-10-2009
6779	RE	238671	1	18111	[RE 238.671, rel. min. Maurício Corrêa, j. 30-10-2001, 2ª T, DJ de 15-2-2002.]
6780	AI	228337	1	18113	[AI 228.337 AgR, rel. min. Sepúlveda Pertence, j. 7-12-1999, 1ª T, DJ de 18-2-2000.]
6781	RE	232393	1	18115	[RE 232.393, rel. min. Carlos Velloso, j. 12-8-1999, P, DJ de 5-4-2002.]
6782	RE	596945	1	18116	= RE 596.945 AgR, rel. min. Dias Toffoli, j. 14-2-2012, 1ª T, DJE de 29-3-2012
6783	RE	232577	1	18117	= RE 232.577 EDv, rel. min. Cezar Peluso, j. 17-2-2010, P, DJE de 9-4-2010
6784	RE	336782	1	18118	= RE 336.782 AgR, rel. min. Cármen Lúcia, j. 26-5-2009, 1ª T, DJE de 1º-7-2009
6785	RE	153771	1	18120	[RE 153.771, rel. min. Moreira Alves, j. 20-11-1996, P, DJ de 5-9-1997.]
